Id,text
912,"@realDonaldTrump I have news for you, pal.  You’re not leaving the country after you lose.  You’re going to prison.   I can’t wait!!"
913,@realDonaldTrump @TheBabylonBee It has happened before! Right before the civil war they shut it down so the south d… https://t.co/imTDLBHRJH
914,@realDonaldTrump I think you just lapped the lie counter
915,@realDonaldTrump #BlameTrump
916,@realDonaldTrump @TheBabylonBee Undisputed. Dumbest. President. In. History.
917,@realDonaldTrump Keep your masks off!!! Please!!
918,RT @dvillella: @realDonaldTrump I kinda feel sorry for Joe. He has to try to fix everything you destroyed in the past 4 years and try to ge…
919,@realDonaldTrump So .....behind in Georgia
920,@realDonaldTrump Look who's talking! https://t.co/ogSZ4I3ZpC
921,"RT @TheDailyEdge: @realDonaldTrump Don, Jr. committed a crime.  He had a private meeting with the Mongolian President before being allowed…"
922,@realDonaldTrump please retweet this! Biden reading off of a massive teleprompter at one of his rallies and Trump s… https://t.co/MgkwUqFFDi
923,@realDonaldTrump lmao @CarolineRoseGiu cat even agree with her dad and saying his medication are trump lies and double down on it all
924,"@realDonaldTrump  Looks like reality show prez, aka Don the Con is a ratings LOSER!   Biden town hall draws more vi… https://t.co/y4E413hzkH"
925,"RT @CarmineSabia: @realDonaldTrump BREAKING: Star Tribune) - Absentee ballots must arrive by Nov. 3 to be counted, the Michigan Court of Ap…"
926,@realDonaldTrump How can anyone believe what he says. He's literally talking in circles! Dems don't want to open bo… https://t.co/M98w9zYWPS
927,@realDonaldTrump #Armenia’n Government (read terrorists) to be held accountable for the vile act against humanity c… https://t.co/AIE7yLbfjH
928,@realDonaldTrump @TheBabylonBee Bruh
929,@realDonaldTrump  Don't dance. You look like the idiot you are. https://t.co/MMtjt48b5m
930,@realDonaldTrump #FakeNews
931,@realDonaldTrump https://t.co/D9rNxmuSqY
932,"RT @TheRealAmused1: @realDonaldTrump Another Super Spreader SnoozeFest.  This is #2 today, right?  Psst... it won't help. https://t.co/Ww4U…"
933,RT @rjDunfee: @realDonaldTrump @GOP #TrumpHates #TrumpViolence #TrumpSupporters #TrumpIsUnwell #MAGAts #MAGA #Bible #BibleVerses #Sexist #T…
934,RT @rjDunfee: @realDonaldTrump #RacistInChief #TrumpIsRacist #TrumpIsARacist #RepublicanRacism #RacistRepublicans #Vote #VoteHimOut #VoteHi…
935,@realDonaldTrump https://t.co/9tX61kzmQX
936,@realDonaldTrump See if you calmed down a bit and were more sensible you might get re elected
937,"RT @natemax: @realDonaldTrump I see a lot of red, white and blue in that audience and not a single person who understands what that flag re…"
938,@realDonaldTrump Are the hospitals on stand by?
939,"RT @Reneguard7: @realDonaldTrump You mean slur, right?  🤪"
940,@realDonaldTrump I hope you get cover-19 again.
941,@realDonaldTrump @JoeBiden   Joe had horns beeping while trump had ppl that were louder than those horns. Who knows… https://t.co/VPUdnsVONz
942,@realDonaldTrump May his great anger be in you. https://t.co/EWuZNW9Xk7
943,RT @scientificrealm: @realDonaldTrump https://t.co/0tAxBaS2QW
944,"@realDonaldTrump @LouDobbs So @realDonaldTrump are you going to be heading to Russia after the election, or... ?"
945,"RT @mercycoro: @realDonaldTrump Presidente usted  dijo esta noche que a este país se entra legalmente ,pero los casos de CFRP están en Cuba…"
946,"@realDonaldTrump Everything.  All of us--we have everything to lose.    Go away, you venomous snake."
947,RT @NoTimeLeftForU: @realDonaldTrump I feel sorry for whoever has to be your cellmate. The whining is going to be unbearable.
948,"RT @dwmays: @realDonaldTrump Please, never forget that trump doesn’t represent who we are! We are better than this!"
949,RT @VoiceOfOBrien: @realDonaldTrump You stared directly into the sun.
950,@realDonaldTrump Another giant spreader event....#VoteHimOut2020
951,RT @vinnycaz: @realDonaldTrump #PURPLEPOWER YOU NEED TO GUARANTEE YOUR FUTURE GO EXECUTIVE ORDER NOW LARGE CHECKS FPUC AND EIDL AND DO BILL…
952,@realDonaldTrump You need to just stop spreading hatred and lies. You're going to suffer the biggest defeat in elec… https://t.co/6mgPbBzS11
953,@realDonaldTrump I can’t wait for you to lose!!!!!!!!!!!
954,@realDonaldTrump @TheBabylonBee The sheer audacity of you!!  Keep convincing yourself you’ve got the answers...
955,@realDonaldTrump #EndSARS
956,@realDonaldTrump Spreading covid I see.. what a tremendous leader!!!
957,@realDonaldTrump @GOP @GOPChairwoman @SenateGOP @HouseGOP https://t.co/72ndm3wp5z
958,@realDonaldTrump DID YOU NO THAT YOU ARE A JACK ASS A LIER A BRAT THAT TEALS LIES WAT YOU ARE DOING TO THE USA AND PEPLE DONT LIKE IT AT ALL
959,@realDonaldTrump Are you offended by the term?
960,@realDonaldTrump Heard from Rudy lately?
961,"RT @HKrassenstein: @realDonaldTrump @NBCNews Great reviews from QAnon, but no one else."
962,@realDonaldTrump yo! There is no such word as underlevered you stupid piece of stinky sh!t. God I can’t understand… https://t.co/LW41XWTlo3
963,"@realDonaldTrump Get your facts straight, moron https://t.co/ZB4T4AaLD8"
964,RT @LPailer: @realDonaldTrump @SpeakerPelosi @GOP @SenSchumer @senatemajldr @SenateGOP @SenateDems @ProbSolveCaucus @HouseDemocrats @TheDem…
965,"RT @Ink8Judy: @realDonaldTrump @TheBabylonBee NO. ACTUALLY TWITTER IS DOING THIS,  TO (PROTECT) AMERICANS ...  FROM (""DON the CON !!"")  TRU…"
966,"RT @eugenegu: @realDonaldTrump Oh right, that was Donald J. Trump."
967,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
968,@realDonaldTrump @SenatorCollins https://t.co/kzbKj3ZmFS
969,@realDonaldTrump https://t.co/ILpl0JVUyD
970,RT @itsJeffTiedrich: @realDonaldTrump @NBCNews mister president sir the voices in your head are not credible reviewers
971,"RT @eugenegu: @realDonaldTrump Last I recall, Joe Biden never falsely accused the Central Park 5 of rape and paid the New York Times and Ne…"
972,@realDonaldTrump https://t.co/Nz7f5lKkRn https://t.co/NB2hIbK2gN
973,"@realDonaldTrump I have the normal Democrat living below me. I do all her shopping, because her news tells her she'… https://t.co/2gmDFlPsdy"
974,@realDonaldTrump https://t.co/zy1QbzEaSh
975,RT @ImpeachedCow: @realDonaldTrump https://t.co/hJWh2QedQ4
976,"RT @WeWinUnited: @realDonaldTrump @TheBabylonBee 🤦🏾‍♂️😳 And, he's the President of the United States??? Wow! And, people are defending him…"
977,@realDonaldTrump https://t.co/85AsMYex19
978,"@realDonaldTrump @cspan ""Trump is the WORST American President in Modern History."" -- New York Times."
979,@realDonaldTrump https://t.co/D9rNxmuSqY
980,@realDonaldTrump Tá eleito.
981,@realDonaldTrump Hey #TyphoidTrump - resign. Resign NOW. https://t.co/t4KA1Ru2lx
982,@realDonaldTrump #VoteBlue2020
983,@realDonaldTrump God will be always with you Mr. President Trump 🙏🏼❤️😇
984,@realDonaldTrump https://t.co/85AsMYw8pJ
985,@realDonaldTrump Describe franking. I dare you
986,RT @scientificrealm: @realDonaldTrump https://t.co/1uyOzrv9Lr
987,"@realDonaldTrump @NBCNews ""Trump is the WORST American President in Modern History."" -- New York Times."
988,@realDonaldTrump 人はゴミのような…
989,"@realDonaldTrump @NBCNews @cspan You fell your debate, you was horrible. Once again you told a bunch of lies. Futur… https://t.co/Ka35m6kh3G"
990,@realDonaldTrump Dignity
991,"RT @wandaessler3: @realDonaldTrump DONNIE TRUMP DID YOU SEE  PETE SOUZA'S VIDEO  ""THE WAY I SEE IT"" SHADE. HE DEFINATELY THREW SHADE AT YOU…"
992,@realDonaldTrump Lawsuit worthy stuff right here. https://t.co/8RmK7IICP9
993,@realDonaldTrump VOTE BIDEN. SEND trump TO PRISON!!
994,"@realDonaldTrump Not sure who put this together, but it is great! https://t.co/6Zs1KR1o7y"
995,@realDonaldTrump won't stop lying about big pharma???
996,@realDonaldTrump Is it that time of month? Is that what you mean by red wave?  Biden is kicking ass!
997,@realDonaldTrump https://t.co/DAEke1g85v https://t.co/FQ8jdyytSZ
998,@realDonaldTrump https://t.co/AH7UDqUyHs
999,"RT @eugenegu: @realDonaldTrump @TheBabylonBee Hi Big T,  The Babylon Bee is a parody site like The Onion except geared towards loser conser…"
1000,@realDonaldTrump Another super spreader event.
1001,@realDonaldTrump https://t.co/85AsMYw8pJ
1002,@realDonaldTrump https://t.co/D9rNxmuSqY
1003,@realDonaldTrump https://t.co/7rHlCeY0hK
1004,@realDonaldTrump #PackTheCourt
1005,"@realDonaldTrump This is sad.  You embarrass our country.  You should be leading America; instead, you feed your eg… https://t.co/dMTEA4Yqc3"
1006,"@realDonaldTrump @SenatorCollins ""Trump is the WORST American President in Modern History."" -- New York Times."
1007,"@realDonaldTrump - the #COVID19 super spreader - is determined to infect all his supporters.  If he can’t win, he w… https://t.co/aH5o1DDNOR"
1008,@realDonaldTrump https://t.co/85AsMYw8pJ
1009,@realDonaldTrump https://t.co/HOEEdDxQMB
1010,@realDonaldTrump Super Spreader events = Super Murderous Dictator Wannabe = Begging for Votes= White Supremacist =… https://t.co/02XotB4rdp
1011,"@realDonaldTrump ""Little d"" however is"
1012,"@realDonaldTrump @Wladimirputino Joe Biden focused on unity at Champaign events in Michigan Don't ever used word ""smart"" with me"
1013,@realDonaldTrump What will happen if you tweet #EndSARS ?  You don't know right?  Should I tell you?  You will defe… https://t.co/bxoqP1KRmg
1014,"@realDonaldTrump  Your town hall ratings sucked, didn't they, Mr. Drumpf? Bet you're crying like the whiny bitch we… https://t.co/p6Dxrh1NEz"
1015,@realDonaldTrump you got stomped in the ratings head to head vs “sleepy joe”!!! 😂😂😂 You were on 4/5 different chann… https://t.co/tpHKoQNsHs
1016,"@realDonaldTrump Last night more Americans tuned in to watch Joe Biden’s Town Hall... they saw, a President..."
1017,"RT @TracieLVaughn: @realDonaldTrump, if you do lose, and attempt to leave the country, you may want to seriously consider a country that wi…"
1018,@realDonaldTrump #TrumpSuperSpreader #TrumpVirusDeathToll220K #BidenHarrisToSaveAmerica https://t.co/Kuh8qMldla
1019,@realDonaldTrump https://t.co/D9rNxmuSqY
1020,"@realDonaldTrump perfect timing, in a couple of weeks after this maskless trump lovefest they might be too ill to g… https://t.co/3eHdYAb6QB"
1021,@realDonaldTrump tHoUgHtS aNd PrAyErS
1022,@realDonaldTrump WOP WOP!
1023,"RT @Cleavon_MD: @realDonaldTrump NORMAN FLEAGLE JR., 59, of St. Lucie County, Florida, died of COVID-19 on March 26th.   A US Navy veteran,…"
1024,@realDonaldTrump  Keep your heads up Patriots &amp; POTUS ... you are loved God has a plan Never stop fighting for our… https://t.co/1cpRZjjPTd
1025,RT @AladinDiz: @realDonaldTrump about to go from WWE Wrestler to President of the United States #ElectionNight https://t.co/5HWYNEUl0E
1026,RT @lauferlaw: @realDonaldTrump This one actually sounds like Stephen “I don’t really feed on the souls of infants” Miller.  Whoever is act…
1027,"RT @mmpadellan: @realDonaldTrump Biden DESTROYED you in the ratings, Spanky.  And he presented himself as a rational, smart, thoughtful alt…"
1028,@realDonaldTrump https://t.co/ByaTFtVbti
1029,@realDonaldTrump https://t.co/jl3m5QHluS
1030,RT @funder: @realDonaldTrump How about you release the rest of your tax returns? And the full Mueller report? And a drug test taken by a cr…
1031,"@realDonaldTrump Blue Wave gonna flush your swamp out... we're ready to say ByeDon? You ready? Eh, don't matter if… https://t.co/zE2jpV4dUF"
1032,@realDonaldTrump We 💓 TRUMP *
1033,@realDonaldTrump @realDonaldTrump  How many Americans were exposed at this event?   How many voters will you lose b… https://t.co/OZbcC3V3Nl
1034,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1035,"RT @EmilsonNunesCo2: @realDonaldTrump If someone, here in Brazil, asked me what is the world class entity, which, proportionally, has more…"
1036,"@realDonaldTrump FoR tHe LoVe of HuMaNiTy - Expose this ! Shown scientifically = They cannot prove there was, or is… https://t.co/YKkzYbYmCU"
1037,RT @scientificrealm: @realDonaldTrump @SenatorCollins https://t.co/nApbRbR8Uz
1038,@realDonaldTrump #TrumpLiesEverytimeHeSpeaks  #TrumpIsNotAmerica  #TrumpCrimeFamily
1039,@realDonaldTrump Your losing. They are strong. Not for you but yes...very strong
1040,RT @rjDunfee: @realDonaldTrump @GOP #TrumpHates #TrumpViolence #TrumpSupporters #TrumpIsUnwell #MAGAts #MAGA #Bible #BibleVerses #Sexist #T…
1041,@realDonaldTrump what kind of great negotiator won't negotiate with Mrs Nancy. Must be because you are Scared of he… https://t.co/EHzTza5dq3
1042,@realDonaldTrump the SCUMBAG TRUMP AND HIS GOOD FOLKS DOING WHAT THE LOSER WANTS THEM TO DO IN CANADA NO LESS! https://t.co/cd3URz6iZ9
1043,RT @chriswish4: @realDonaldTrump 54% Black population and not one at this unnecessary event. #wearesmarter
1044,@realDonaldTrump https://t.co/f8163Mz3qg https://t.co/vnth3v80zj
1045,@realDonaldTrump Then set up an international freedom of commentary supervision agency to supervise the freedom of… https://t.co/cIY2xWZjxk
1046,@realDonaldTrump Can feel this cut ass coming?
1047,"RT @itsJeffTiedrich: @realDonaldTrump explain your work bro, don't just repeat what you just saw on Fox News while jamming burger after bur…"
1048,RT @joelockhart: @realDonaldTrump I hear you freely use the N word.
1049,@realDonaldTrump Biden lands single most DEVASTATING blow against Trump yet  https://t.co/AgYpwlGjGi
1050,@realDonaldTrump “You’re the president! You’re not like someone’s crazy uncle who can just retweet whatever!”  DumpTrump  VOTE BIDEN
1051,@realDonaldTrump @NBCNews https://t.co/XLCNT9Spez
1052,@realDonaldTrump https://t.co/uCIW7K33HD
1053,RT @howeasyweforget: @realDonaldTrump https://t.co/KrIiU06365
1054,RT @MontyBoa99: @realDonaldTrump https://t.co/9riQPSMG4a
1055,@realDonaldTrump It will all be over soon.
1056,"RT @janedavitt: @realDonaldTrump Your recent Minnesota rally has set off an outbreak with 2 people hospitalized, 20+ cases and rising. Stil…"
1057,"@realDonaldTrump If you mean lots of fat supporters, yes, that’s your crowd"
1058,@realDonaldTrump Nein
1059,@realDonaldTrump  President Trump. Your relentless and tireless work for the American people doesn’t go unnoticed.… https://t.co/2H5ZBFbmmA
1060,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1061,@realDonaldTrump Moron in Macon.
1062,@realDonaldTrump আমেরিকান কোম্পানি গুলোকে নিয়োগের ক্ষেত্রে যুক্তরাষ্ট্রের নাগরিকেই নিতে হবে।  সেই ক্ষে�
1063,RT @murray_nyc: @realDonaldTrump TRUMP = ALL TALK!  Evidently Trump isn't very good at math.   # of deaths from H1N1 in 12 months under Oba…
1064,@realDonaldTrump Hey Donald... how were those ratings from your town hall? 😂😂 Biden out rated you.. that must hurt 💔
1065,@realDonaldTrump Yes remove  230
1066,RT @MarlaShooltz: @realDonaldTrump BREAKING: Audio Pt. 2 of CIA whistleblower Alan Parrot with Congressman ... https://t.co/cU0Kzmd8ee via…
1067,@realDonaldTrump Death Vadar
1068,@realDonaldTrump This US presidential election      This is a duel between the god of justice and the devil!  I am… https://t.co/7ZetEjhglK
1069,@realDonaldTrump See you brought some super-spreaders with ya! Way to go! Credit yourself for creating another super-spreader event!
1070,@realDonaldTrump #TrumpSuperSpreader #TrumpVirusDeathToll220K #BidenHarrisToSaveAmerica https://t.co/SltofjlUSI
1071,"RT @eugenegu: @realDonaldTrump Last I recall, Joe Biden never falsely accused the Central Park 5 of rape and paid the New York Times and Ne…"
1072,@realDonaldTrump ... and grab a little piece of COVID19
1073,@realDonaldTrump @TheJusticeDept #AGBarr @KerriKupecDOJ https://t.co/shRgeySZsx
1074,@realDonaldTrump  ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤
1075,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1076,@realDonaldTrump Lol don't go away mad just go away
1077,@realDonaldTrump WHERE IS HUNTER!???????
1078,@realDonaldTrump @TheBabylonBee Hahahahaha! You’re so clueless! Please stop embarrassing yourself and the country!… https://t.co/aCuQD56RLw
1079,@realDonaldTrump Enjoy it while you can donny. Have you started packing yet? Oh and don't take anything that isn't… https://t.co/uVlCyVQFnZ
1080,@realDonaldTrump Trumps America https://t.co/yty3wMnsDB
1081,"@realDonaldTrump It's not the size of the crowds that count, it's how many people who vote for Biden and Harris and… https://t.co/lHN4Pn4bd2"
1082,@realDonaldTrump https://t.co/j35T5KVXGi
1083,@realDonaldTrump #TrumpSavedAlabama #StupidIsWhatStupidSays
1084,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1085,"@realDonaldTrump   You can try, but pretty sure @TishJames and @ManhattanDA won't let you get anywhere near an airp… https://t.co/74Iz8CObQs"
1086,@realDonaldTrump 2.2 million wouldve died? better than the 200 million who died under your administration. js
1087,"@realDonaldTrump @TheBabylonBee 🤦🏾‍♂️😳 And, he's the President of the United States??? Wow! And, people are defendi… https://t.co/57kk3MCp1g"
1088,RT @JustVent6: @realDonaldTrump @TheBabylonBee Can we discuss this 400 Million you owe? That’s a problem.... https://t.co/xXaV7NqeZ3
1089,@realDonaldTrump Thank miss rona too.
1090,@realDonaldTrump @NBCNews Pres. Trump - you were great. Joe Biden - not so much. I kept waiting for George Stephano… https://t.co/yRNLiHyM90
1091,@realDonaldTrump I feel sorry for whoever has to be your cellmate. The whining is going to be unbearable.
1092,@realDonaldTrump @NBCNews Reviews where awful and biden had better ratings
1093,@realDonaldTrump https://t.co/vTVsMUHzRO
1094,@realDonaldTrump Big future dead crowds
1095,@realDonaldTrump Scram bozo
1096,@realDonaldTrump  It's a practice run for you and your scummy little brats https://t.co/SQobtLSNZJ
1097,"@realDonaldTrump Vote Trump, again and again, great President, great Country."
1098,@realDonaldTrump Last night more viewers tuned in to watch Biden’s Town Hall... They saw a President.
1099,@realDonaldTrump https://t.co/D9rNxmuSqY
1100,"RT @RudeJudy2: @realDonaldTrump #TrumpCovid Hopefully, most of the Georgian Trump Supporters will not get sick or die or spread the COVID-1…"
1101,@realDonaldTrump SHOULDN'T YOU AND MALANIA BE PACKING?
1102,@realDonaldTrump @TheBabylonBee It's like he's somebody's crazy uncle or something.
1103,@realDonaldTrump @NBCNews It was fun watching Savannah absolutely shred you.
1104,@realDonaldTrump Who cares?
1105,RT @murray_nyc: @realDonaldTrump This is one of the most disgusting things Trump has ever tweeted. Who are the other people featured in thi…
1106,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1107,@realDonaldTrump So wonderful to have you visit my home town.  Macon is Trump strong!
1108,@realDonaldTrump Hello sir.... information happen in Lagos Nigeria and check out all the international for moonshow… https://t.co/AP1tjQd2jf
1109,@realDonaldTrump They all white people 😂👌
1110,"RT @RonnieJackson11: @realDonaldTrump Don't worry about Biden. My mother died in Macon, Georgia from TRUMPVIRIUS. All I want for Christmas…"
1111,@realDonaldTrump @NBCNews @cspan How do you feel about @Apple News? Is it real or fake? https://t.co/eYDr3ajhvh
1112,@realDonaldTrump Joe Biden has never pledged to abolish fracking. https://t.co/3PYoLgfaEe
1113,@realDonaldTrump https://t.co/6ejl8SFQu9
1114,@realDonaldTrump @NBCNews Biden had more viewers on channel than you did on all 3 combined! 🤣🤣🤣🤣
1115,@realDonaldTrump Ya dude. Thats youe ass bleeding in prison
1116,@realDonaldTrump #CaptainCovid Said he had a brain !! 🤣🤣🤣 https://t.co/JoP2hB47Hh
1117,RT @fredshesaid1: @realDonaldTrump Georgia #COVID19 numbers about to JUMP!  #COVIDIOTS
1118,RT @LPailer: @realDonaldTrump @SpeakerPelosi @GOP @SenSchumer @senatemajldr @SenateGOP @SenateDems @ProbSolveCaucus @HouseDemocrats @TheDem…
1119,"@realDonaldTrump It's funny- I see ""Red Wave"" and I equate it to ""Crimson Landslide."" We're voting you out! (Video… https://t.co/HaKftJ9XqW"
1120,@realDonaldTrump Lier lier.  One of these days you are just going to burst into flames 🔥
1121,@realDonaldTrump HE MEANS..  IM GETTING READY TO CREATE ANOTHER #SuperSpreaderEvent TO SPEW MORE HATE AND BS!… https://t.co/GenfwFHUMk
1122,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1123,@realDonaldTrump Face it: you’re the worst president ever.
1124,@realDonaldTrump Was he talking about you being a super predator? Because if so he was not wrong.
1125,"@realDonaldTrump @TheBabylonBee 👇 That’s it, that’s all I have! 👇 https://t.co/rmV3mF5aVn"
1126,@realDonaldTrump https://t.co/NCtufpwHO7
1127,@realDonaldTrump #LALATE #PURPLEPOWER #MSC #WENEEDSTIMULISNOW
1128,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1129,@realDonaldTrump https://t.co/6ejl8SFQu9
1130,@realDonaldTrump Job creation by U.S. President  Trump: FAIL https://t.co/q1Iy4FLfTF
1131,@realDonaldTrump Hey creepy Joey.... math matters. Just ask Andrew Yang. Math helps or hinders all Americans. Trump… https://t.co/UHIYuMaQ5y
1132,@realDonaldTrump @southside_BJ Nice place. Macon is a cesspool
1133,@realDonaldTrump #VoteJoeBiden gets better ratings.
1134,@realDonaldTrump Loser
1135,@realDonaldTrump Punctuation Matters.
1136,"@realDonaldTrump What do you want America to look like? If you don’t want socialism, higher taxes, and big governme… https://t.co/xvDYYoP1YS"
1137,@realDonaldTrump 續上..2017年中國軍方及情報部門有聯繫的華信能源董事長葉簡明，讓Hunter獲得該公司創辦的一家控股公司一半股權，一年可獲逾1000萬美元收入;同年9月一份文件提及，華信能源屬下�
1138,@realDonaldTrump @realDonaldTrump @IvankaTrump @DonaldJTrumpJr @EricTrump @tedcruz @RonDeSantisFL airlines refund m… https://t.co/E9QlMJ2c5P
1139,@realDonaldTrump https://t.co/sK2JC5VgeN
1140,"@realDonaldTrump Some folks are born, silver spoon in hand Lord, don't they help themselves, y'all But when the tax… https://t.co/MlWdh6QvWA"
1141,@realDonaldTrump Red wave. Massive! https://t.co/lk9bfzyWj0
1142,RT @Jeff_DeSpain: @realDonaldTrump Keeping COVID alive! 🙄 https://t.co/VIvBvsDJBH
1143,@realDonaldTrump Are you trying to convince yourself or others??
1144,"RT @WealDonoodTwump: @realDonaldTrump Who is that big, fat, sick old man?  Oh, it’s just #FailingTrump! 🖕🏽"
1145,@realDonaldTrump #msc #MSC
1146,"RT @AynRandPaulRyan: @realDonaldTrump There is no evidence that Joe Biden ever used the term ""super predator"".  You are thinking of Hillary…"
1147,@realDonaldTrump you have ruined this country based on you @Scotus nomination.   How do you sleep at night knowing… https://t.co/8QNSmrz9Jf
1148,"@realDonaldTrump Who is that big, fat, sick old man?  Oh, it’s just #FailingTrump! 🖕🏽"
1149,@realDonaldTrump He hasn't killed 220000 of us to keep the markets good for his rich friends
1150,@realDonaldTrump Pack your shit grandpa! You’re done
1151,RT @ReesusP: @realDonaldTrump https://t.co/GaApF5EZWI
1152,@realDonaldTrump Tell the FBI  I am not here! https://t.co/4Ff6DqenEr
1153,@realDonaldTrump TALKING SHIT.  #TalkingShit https://t.co/iHDtTE9yLn
1154,@realDonaldTrump 🤣😂🤣😂🤣🤣😂🤣🤣😂🤣
1155,"RT @TeresaParadise: @realDonaldTrump Mr. President, got to start flooding the airwaves, out do Biden Commercials and Exposing His Crimes an…"
1156,RT @tomiahonen: @realDonaldTrump Green Eggs &amp; Ham Dr Seuss  I do not like him in a car I do not like him with Bill Barr I don't like him on…
1157,@realDonaldTrump @POTUS @SenatorCollins Calling all of the people of Maine your senator Collins.needs to be voted o… https://t.co/J5nvkgmabf
1158,@realDonaldTrump What’s new
1159,@realDonaldTrump enjoy what? You suck dicks witb your reterect. Fucking twat.
1160,@realDonaldTrump The Biden Town Hall on ABC drew 2.3 million more viewers than the Trump town hall on NBC.
1161,@realDonaldTrump Trump to shore up his support with seniors by mailing out gift cards could potentially be illegal.… https://t.co/sasB4b32VM
1162,@realDonaldTrump Thank you for your courage to bring back God into this country's narrative.
1163,"@realDonaldTrump It is recommended that Mr. Trump establish a free speech supervision agency, responsible for super… https://t.co/BuvLDaZJiV"
1164,@realDonaldTrump Vote Biden
1165,@realDonaldTrump @cspan narcissistic idiot
1166,@realDonaldTrump Happy Navratra... God bless you dear and your country....
1167,"@realDonaldTrump Give the order. We all want to see the Mueller documents. Oh, you don’t though. I almost forgot!… https://t.co/A1mlacDu9y"
1168,"@realDonaldTrump Mr President, are you gonna make Venezuela great again?  Please answer"
1169,@realDonaldTrump ye  4 more years in jail
1170,@realDonaldTrump Wow I’m 45 it really means 9 ))4-5 is how you look at it 17 1-7 =8 )) Jesus died at 33 ) 3-3=6 )))… https://t.co/7PLMbmrsRb
1171,@realDonaldTrump https://t.co/wzEBEPNwRR
1172,RT @rjDunfee: @realDonaldTrump #RacistInChief #TrumpIsRacist #TrumpIsARacist #RepublicanRacism #RacistRepublicans #Vote #VoteHimOut #VoteHi…
1173,@realDonaldTrump @NBCNews We love you #TrumpPence2020
1174,"RT @BsCHILDREN: @realDonaldTrump SEND STIMULUS,  SEND STIMULUS,  SEND STIMULUS,  SEND STIMULUS  SEND STIMULUS  @LALATE @BsCHILDREN  @POTUS"
1175,@realDonaldTrump @NBCNews The Biden Town Hall on ABC drew 2.3 million more viewers than the Trump town hall on NBC.
1176,@realDonaldTrump #25thAmendmentNow https://t.co/zszIlzk4uC
1177,"@realDonaldTrump Yes, and you will always be referenced as, little d."
1178,@realDonaldTrump We who live in #CA50 just got rid of our criminal Republican Representative Duncan Hunter who is o… https://t.co/audX9iqpnR
1179,@realDonaldTrump #presidentdonaldtrump #realDonaldTrump #trump2020 #45th https://t.co/SJ8Yr1uDSJ
1180,"@realDonaldTrump Wait for it, listen. Hear that sound Donnie ? It's the sound of rats deserting the ship but don't… https://t.co/BjOoK7FFkB"
1181,"@realDonaldTrump Who grants social media the right to impose censorship? Worse yet, the communism officials can lie… https://t.co/gb88Af7TAS"
1182,@realDonaldTrump .... If you're listening. https://t.co/KmpfVCeurl
1183,RT @MatthewJshow: @realDonaldTrump @cspan The people are with you President Trump!  We will win big!
1184,@realDonaldTrump 🤔 https://t.co/QJ3VgbLdFj
1185,@realDonaldTrump Democracy. Your life. Your healthcare. Your social security. Your peace. Just to name a few things.
1186,@realDonaldTrump @POTUS We all have your number. https://t.co/msE0BVMsnJ
1187,"@realDonaldTrump Yes, they fought, and obstructed you every step of the way, and it is remarkable what you have acc… https://t.co/f1t4aZAJz1"
1188,"@realDonaldTrump ""Trump is the WORST American President in Modern History."" -- New York Times."
1189,"@realDonaldTrump @cspan Um, wasn't YOUR biggest mistake confiding in the low life? hahaha"
1190,RT @joelockhart: @realDonaldTrump I hear you freely use the N word.
1191,@realDonaldTrump https://t.co/ihpLIcPqtO
1192,RT @spauley311: @realDonaldTrump Offering RX cards to seniors is the same as buying votes which is illegal.
1193,@realDonaldTrump you really are SO DUMB. 😂 https://t.co/KONshKwhBi
1194,@realDonaldTrump Embarrassing. Get out of my state!
1195,@realDonaldTrump @NBCNews Biden could go to jail https://t.co/h9DFCwbkBD
1196,"@realDonaldTrump @NBCNews Great review for #SavannahGuthrie .   She emasulated you, but I doubt you even felt it,,, considering."
1197,@realDonaldTrump I live in California. I’m not going anywhere and I don’t know anyone who is. https://t.co/VIpsS11wuA
1198,@realDonaldTrump This man needs 4 more years.
1199,@realDonaldTrump @TheBabylonBee Wow🤦🏽‍♀️ just wow! Trump this isn’t a real newspaper- it’s satire! Please learn to read.
1200,@realDonaldTrump Divide divide divide that’s all you do. I thought you love America?
1201,"@realDonaldTrump Not many are into Sadism as a hobby, and your Face alone qualifies as physical torture. When you o… https://t.co/IrTpQuok0S"
1202,"@realDonaldTrump Why wont’ you talk of your plans to tackle co-vid, high unemployment, rising prices, racial injust… https://t.co/Rqoc93usZl"
1203,@realDonaldTrump @POTUS @SenatorCollins They have your number.  https://t.co/msE0BVMsnJ
